,id,vin,price,miles,stock_no,year,make,model,trim,body_type,vehicle_type,drivetrain,transmission,fuel_type,engine_size,engine_block,seller_name,street,city,state,zip
268,62c06d56-8095,1GAZG1FA4C1127981,17999.0,94257.0,4123,2012,Chevrolet,Express,LS,Passenger Van,Truck,RWD,Automatic,E85 / Unleaded,4.8,V,all-in-one auto,1201 Airline Blvd,Portsmouth,VA,23707.0
269,2b70ada1-f4a3,WMEEJ3BA8FK803647,9990.0,30820.0,2000808654,2015,smart,fortwo,passion,Coupe,Car,RWD,Automatic,Premium Unleaded,1.0,I,carvana kansas city,1420 Toshiba Dr,Lebanon,TN,37087.0
270,496f887f-d736,WP0AB2A74JL136864,90991.0,18023.0,JL136864PCL,2018,Porsche,Panamera,S,Hatchback,Car,4WD,Manual,Premium Unleaded,2.9,V,driveway,,Portland,OR,97210.0
271,dc4c3295-6cfb,ML32F3FJ0KHF12540,9189.0,25419.0,8588,2019,Mitsubishi,Mirage G4,ES,Sedan,Car,FWD,Automatic,Unleaded,1.2,I,volkswagen of springfield,300 Baltimore Pike,Springfield,PA,19064.0
272,94c15a30-134a,5YMKT6C54J0Y83619,75996.0,23858.0,P2410,2018,BMW,X5 M,Base,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,stevenson hendrick mazda wilmington,5911 Market Street,Wilmington,NC,28405.0
273,1bb5cf7d-f3d4,2CKDL63FX66099043,5000.0,131490.0,FK8641A,2006,Pontiac,Torrent,Base,SUV,Truck,FWD,Automatic,Unleaded,3.4,V,don moore hyundai,5079 Frederica Street,Owensboro,KY,42301.0
274,f254864a-73ce,1C4SDJGJ3JC150315,59402.0,28019.0,C150315,2018,Dodge,Durango,SRT,SUV,Truck,4WD,Automatic,Premium Unleaded,6.4,V,central florida chrysler dodge jeep ram,8675 Commodity Cir,Orlando,FL,32819.0
275,0e30c3c8-4984,WBAYB6C54ED224733,,99593.0,,2014,BMW,7 Series,750i,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,buy here pay here,252 14th Ave,Newark,NJ,7103.0
276,c4efae9f-c49f,WP1AC2A26JLA85190,85100.0,21100.0,JLA85190,2018,Porsche,Cayenne,Turbo,SUV,Truck,4WD,Automatic,Premium Unleaded,4.8,V,coggin toyota at the avenues,11340 Phillips Highway,Jacksonville,FL,32256.0
277,4a1b328e-1d4e,1GCHK23G76F174221,17999.0,174995.0,5499,2006,Chevrolet,Silverado 2500HD,LT,Pickup,Truck,4WD,Automatic,Unleaded,8.1,V,cypress auto center,1160 Grass Valley Highway,Auburn,CA,95603.0
278,c90e171b-b132,WBAYB6C5XFG299226,27582.0,75496.0,62378C2,2015,BMW,7 Series,750i,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,tom kelley cadillac,811 Avenue Of Autos,Fort Wayne,IN,46804.0
279,8b518c8c-3ded,1FTWW31R98EE58772,,121364.0,14094,2008,Ford,F-350 Super Duty,FX4,Pickup,Truck,4WD,Automatic,Diesel,6.4,V,mas auto sales,2701 Patterson Rd,Riverbank,CA,95367.0
280,742bdafb-e3be,1GCWGFCA2C1197605,12481.0,133011.0,197605,2012,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,E85 / Unleaded,4.8,V,image cars,1015 West Coliseum Blvd,Fort Wayne,IN,46808.0
281,1037421f-b50d,5YMKT6C36H0U39506,52995.0,43575.0,13033,2017,BMW,X5 M,Base,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,victory mitsubishi,4070 Boston Road,Bronx,NY,10475.0
282,568ac358-f27f,WDDXJ8FB2HA030003,73490.0,28523.0,131872A,2017,Mercedes-Benz,S-Class,S550,Coupe,Car,4WD,Automatic,Premium Unleaded,4.7,V,easterns automotive group,"22705 Commerce Center Court,",Sterling,VA,20166.0
283,4798a2aa-7e95,1J8HG48N96C275405,7000.0,0.0,C275405T,2006,Jeep,Commander,Base,SUV,Truck,4WD,Automatic,Unleaded,4.7,V,starling chevrolet,13155 S Orange Blossom Trail,Orlando,FL,32837.0
284,b53ccf2d-4d3f,ML32A4HJ4HH016440,9500.0,56451.0,21BP086,2017,Mitsubishi,Mirage,SE,Hatchback,Car,FWD,Manual,Unleaded,1.2,I,honda of keene,567 Monadnock Hwy,Swanzey,NH,3446.0
285,ff3fb70d-afae,1GNDT13SX82197116,4995.0,236959.0,74810B,2008,Chevrolet,TrailBlazer,1FL,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,osseo automotive,19 S Shore Dr,Fountain City,WI,54629.0
286,7e2352ce-c7e5,WBAYF8C52FD655492,,100960.0,Z1263X,2015,BMW,7 Series,750Li,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,travers automotive & rv group,620 Charbonier Road,Florissant,MO,63031.0
287,0e1e689c-83ba,MAJ3S2KE1KC276920,17183.0,32382.0,KC276920,2019,Ford,Ecosport,Titanium,Crossover,Truck,FWD,Automatic,Unleaded,1.0,I,daniels chevrolet buick gmc,365 E Main St,Swainsboro,GA,30401.0
288,db2d0420-1b16,1G1AT58H097286819,7999.0,55304.0,CWT211758A,2009,Chevrolet,Cobalt,LT,Sedan,Car,FWD,Automatic,Unleaded,2.2,I,west herr acura,7460 Transit Road,Williamsville,NY,14221.0
289,567f2077-28fe,4JGDF7DE3FA504491,29988.0,113142.0,20259XB,2015,Mercedes-Benz,GL-Class,GL550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,"art hossler auto plaza, inc.",2000 N Main,Canton,IL,61520.0
290,1914f285-e777,1FDUF4GY4BEC58946,12689.0,214000.0,,2011,Ford,F-450 Super Duty Chassis Cab,XL,Chassis Cab,Truck,RWD,Automatic,Unleaded,6.8,V,tred,220 Nw 8th Ave,Portland,OR,97209.0
291,4cc87f1e-5b05,WBA7F2C54JG424125,51999.0,29960.0,LJG424125,2018,BMW,7 Series,750i,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,crown lexus,1125 S. Kettering Drive,Ontario,CA,91761.0
292,0fc08c4a-f52f,3C6UR5CJ2LG283890,45000.0,15119.0,LG283890,2020,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,mclarty automotive group,,North Little Rock,AR,72117.0
293,75df22f9-1925,3C6UR5FJ6JG303972,,,11758Z,2018,RAM,Ram 2500 Pickup,Laramie,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,summit automotive,815 S. Rolling Meadows Dr,Fond Du Lac,WI,54937.0
294,8bd5ecab-3f91,1FMJK1J57EEF18899,16999.0,104098.0,EH2989P,2014,Ford,Expedition,King Ranch,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.4,V,lithia auto stores,150 North Bartlett,Medford,OR,97501.0
295,3fe40b2c-c3cf,4JGDF7DE3JB000400,63990.0,45627.0,P1772,2018,Mercedes-Benz,GLS-Class,GLS550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,rick hendrick jeep chrysler dodge ram fiat,8333 Rivers Ave,Charleston,SC,29406.0
296,063765dd-a530,5UXJU4C04M9E57067,88977.0,4215.0,X36830,2021,BMW,X5,M50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,bill jacobs bmw,2495 Aurora Ave,Naperville,IL,60540.0
297,6097906c-5378,WDDNG7GB4CA464396,45900.0,27000.0,PL4473G,2012,Mercedes-Benz,S-Class,S600,Sedan,Car,RWD,Automatic,Premium Unleaded,5.5,V,stevenson hendrick mazda wilmington,5911 Market Street,Wilmington,NC,28405.0
298,215edf6a-b329,WDCYC7DF6FX234011,82995.0,72998.0,GL234011TX,2015,Mercedes-Benz,G-Class,G63 AMG®,SUV,Truck,4WD,Automatic,Premium Unleaded,5.5,V,tx auto group,5803 Richmond Avenue,Houston,TX,77057.0
299,afa4fb0d-d364,WBSJF0C50JB282584,79950.0,21788.0,B282584M,2018,BMW,M5,Base,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,bmw of mamaroneck,236 West Boston Post Road,Mamaroneck,NY,10543.0
300,788835bf-097c,3D7KS28C36G291388,29800.0,148000.0,2513,2006,Dodge,Ram 2500 Pickup,Sport,Pickup,Truck,4WD,Manual,Diesel,5.9,I,king's chariot auto dealership,14476 Duval Place West # 305,Jacksonville,FL,32218.0
301,58a7026a-2a53,ZFF82WNA5K0238206,330000.0,3298.0,FK0238206,2019,Ferrari,488,GTC4Lusso,Coupe,Car,4WD,Automatic,Premium Unleaded,6.3,V,maserati of central new jersey,816 Highway 1,Edison,NJ,8817.0
302,52ac3077-1b97,3C6UR5JJ1LG169852,45599.0,37587.0,P169852,2020,RAM,Ram 2500 Pickup,Big Horn,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,victory chrysler dodge jeep ram,1720 N 100Th Terrace,Kansas City,KS,66111.0
303,c39281de-e8e1,WBA7F2C55KB240102,62996.0,17333.0,P19022,2019,BMW,7 Series,750i,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,open road bmw of edison,720 1,Edison,NJ,8817.0
304,25d1e039-1237,1FAHP60A53Y109687,30624.0,18876.0,P2170980,2003,Ford,Thunderbird,Deluxe,Convertible,Car,RWD,Automatic,Premium Unleaded,3.9,V,chapman az,1717 East Baseline Road,Tempe,AZ,85283.0
305,cd297755-4aca,SAJWA82B56SH11246,5987.0,155180.0,RP39932,2006,Jaguar,XJ Series,Vanden Plas,Sedan,Car,RWD,Automatic,Premium Unleaded,4.2,V,leith of wendell,5300 Rolesville Road,Wendell,NC,27591.0
306,a3b4b026-6b49,4JGDF7DEXHA949247,60999.0,48813.0,AG 4JGDF7DEXHA949247,2017,Mercedes-Benz,GLS-Class,GLS550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,ilan's auto sales,110 South Keswick Avenue,Glenside,PA,19038.0
307,1338eb6a-8154,1GCCS198568223831,5990.0,160243.0,613675A,2006,Chevrolet,Colorado,Z85,Pickup,Truck,RWD,Manual,Unleaded,2.8,I,hyundai of seattle,14005 Aurora Avenue,Seattle,WA,98133.0
308,5328dc4b-7290,JNKBY31A1XM600926,,182480.0,c074901,1999,INFINITI,Q45,Base,Sedan,Car,RWD,Automatic,Premium Unleaded / Unleaded,4.1,V,massa auto pawn & sales,3025 North Freeway Road,Pueblo,CO,81008.0
309,8bcf139b-99ab,5UXKU6C53J0W39061,58990.0,37454.0,B26332C,2018,BMW,X6,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,bmw of bakersfield,5400 Gasoline Alley Dr,Bakersfield,CA,93313.0
310,17f3cdb6-25aa,1GCEK19V33E357376,5787.0,198442.0,77357376,2003,Chevrolet,Silverado Classic 1500,LS,Pickup,Truck,4WD,Automatic,Unleaded,4.8,V,corwin automotive group,201 40Th Street South,Fargo,ND,58103.0
311,dd373eff-33cb,1FMJK2A54EEF00396,18995.0,144887.0,LP3653,2014,Ford,Expedition,Limited,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.4,V,"landmark ford, inc.",2401 Prairie Crossing Drive,Springfield,IL,62711.0
312,a281c7f3-36ab,WP1AB2AY0KDA65598,84594.0,1379.0,0965P,2019,Porsche,Cayenne,S,SUV,Truck,4WD,Automatic,Premium Unleaded,2.9,V,harper porsche,9768 Parkside Drive,Knoxville,TN,37922.0
313,e3f9f03c-614f,1FMPU16L53LB21695,,115027.0,T111252A,2003,Ford,Expedition,XLT,SUV,Truck,4WD,Automatic,Unleaded,5.4,V,peterson auto group,9101 W Fairview Ave,Boise,ID,83704.0
314,7ef5b8f3-432f,JHMZE2H51ES000118,7000.0,205125.0,M1951A,2014,Honda,Insight,LX,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.3,I,crown cadillac,196 Regent Blvd,Holland,MI,49423.0
315,8c6814df-6d68,1G1YY26E885121330,42990.0,43216.0,85121330P,2008,Chevrolet,Corvette,427 Limited Edition,Coupe,Car,RWD,Manual,Premium Unleaded,7.0,V,lithia auto stores,150 North Bartlett,Medford,OR,97501.0
316,e0cd1942-b600,WDDUG8CBXHA323539,55993.0,35781.0,A323539P,2017,Mercedes-Benz,S-Class,S550,Sedan,Car,RWD,Automatic,Premium Unleaded,4.7,V,lithia vip,150 N. Bartlett St.,Medford,OR,97501.0
317,374ac83d-c343,WBA7U2C04NCG89766,,15.0,NCG89766,2022,BMW,7 Series,750i,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,sonic automotive concierge,4401 Colwick Road,Charlotte,NC,28211.0
318,351dd8a8-5f5d,1G8ZH52812Z277426,,86144.0,MCE1005,2002,Saturn,S-Series,AT,Sedan,Car,FWD,Automatic,Unleaded,1.9,I,motorcars express,12400 South Keeler Avenue,Alsip,IL,60803.0
319,3ec6c4c8-2106,4JGBF7BEXBA634286,19289.0,68380.0,P2170790A,2011,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,audi tucson,4646 E. 22nd St.,Tucson,AZ,85711.0
320,030669da-40a2,3C6UR5DJ8JG191923,46542.0,30589.0,G18676303,2018,RAM,Ram 2500 Pickup,Big Horn,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,burdick used car and truck warehouse,5885 Circle Drive East # 355,Cicero,NY,13039.0
321,b9488602-53e8,1FMJK1H52CEF06436,,170263.0,22839,2012,Ford,Expedition,XLT,SUV,Truck,RWD,Automatic,E85 / Unleaded,5.4,V,avery auto sales,410 South Quintard Avenue,Anniston,AL,36201.0
322,782e38d4-d63c,KL79MPSL9MB004101,27650.0,3079.0,M65852A,2021,Chevrolet,Trailblazer,LT,SUV,Truck,FWD,Automatic,Unleaded,1.3,I,darrell waltrip subaru,1450 Murfreesboro Rd,Franklin,TN,37067.0
323,4328c2f1-4627,1FMFU18526LA03229,5995.0,187872.0,03229,2006,Ford,Expedition,Eddie Bauer,SUV,Truck,4WD,Automatic,Unleaded,5.4,V,george tubbs & sons ford sales inc,810 South Range Avenue,Colby,KS,67701.0
324,d2c6c143-cc0a,KL8CD6S95EC539096,7598.0,81740.0,10U0048,2014,Chevrolet,Spark,1LT,Hatchback,Car,FWD,Automatic,Unleaded,1.2,I,jim shorkey auto group,185 Colonial Manor Rd.,Irwin,PA,15642.0
325,1b192324-ae20,ZAM45VLA6F0129188,85977.0,2400.0,9188,2015,Maserati,GranTurismo,Sport,Coupe,Car,RWD,Automatic,Premium Unleaded,4.7,V,kelly motorcars,2880 Bergey Road Q,Hatfield,PA,19440.0
326,f057912c-0fc0,WDDUG8CB1EA014506,40989.0,38406.0,X3P014506,2014,Mercedes-Benz,S-Class,S550,Sedan,Car,RWD,Automatic,Premium Unleaded,4.7,V,smart kia of davenport,3707 North Harrison Street,Davenport,IA,52806.0
327,17819b89-6fbe,3D7KU28C23G775056,18980.0,299861.0,035056,2003,Dodge,Ram 2500 Pickup,SLT,Pickup,Truck,4WD,Manual,Diesel,5.9,I,lakeway auto,3017 West Andrew Johnson Hwy.,Morristown,TN,37814.0
328,67760c7f-2274,1GAZGPFP1K1180823,22999.0,50276.0,8C184M,2019,Chevrolet,Express Passenger,LT,Passenger Van,Truck,RWD,Automatic,Unleaded,4.3,V,enterprise car sales,1495 Gallatin Pike N,Madison,TN,37115.0
329,1285254c-e698,ML32F3FJXHHF13560,9077.0,54725.0,VC1555,2017,Mitsubishi,Mirage G4,ES,Sedan,Car,FWD,Manual,Unleaded,1.2,I,castle automotive group,322 Camelot Estates,Portage,IN,46368.0
330,e9872af8-2a0d,WBY7Z8C50JVB87045,27991.0,15486.0,VB87045L,2018,BMW,i3,s,Hatchback,Car,RWD,Automatic,Electric / Premium Unleaded,0.6,I,bob smith mini,24500 Calabasas Road,Calabasas,CA,91302.0
331,a3dac3fd-6578,3C6UR5FJ5JG164790,47999.0,75537.0,164790,2018,RAM,Ram 2500 Pickup,Laramie,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,tucson used auto sales,3619 N 1st Ave,Tucson,AZ,85719.0
332,e83f352d-38a8,WAUVVAFR2CA024704,21998.0,63463.0,CA024704,2012,Audi,S5,Premium Plus,Coupe,Car,4WD,Automatic,Premium Unleaded,4.2,V,mercedes-benz,2411 South Federal Highway,Fort Lauderdale,FL,33316.0
333,32d85417-1a7e,3C6TR5EJ7JG261597,53725.0,18144.0,D8592P,2018,RAM,Ram 2500 Pickup,Power Wagon,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,secor chrysler dodge jeep ram,409 Broad St,New London,CT,6320.0
334,0b6e905e-dbca,1GKDT13S322204685,6000.0,140740.0,12972A,2002,GMC,Envoy,SLT,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,champion chevrolet of fowlerville,880 S Grand,Fowlerville,MI,48836.0
335,1f2878b9-5c44,5UXJU4C00M9E28956,83999.0,8220.0,3P4652,2021,BMW,X5,M50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,flow mazda of greensboro,1205 Bridford Parkway,Greensboro,NC,27407.0
336,3137cdb1-3bcd,4JGBF7BE3BA681479,,155681.0,PH29279A,2011,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,genesis of kearny mesa,4797 Convoy Street,San Diego,CA,92111.0
337,60132e88-3735,SCFRMFAV1HGL00191,141995.0,13705.0,BP6940P,2017,Aston Martin,DB11,Base,Coupe,Car,RWD,Automatic,Premium Unleaded,5.2,V,flemington porsche,213 202,Flemington,NJ,8822.0
338,795dccd9-3f8d,WUABWCF5XKA907981,75477.0,4022.0,P51203,2019,Audi,RS 5 Sportback,Base,Hatchback,Car,4WD,Automatic,Premium Unleaded,2.9,V,hendrick lexus northlake,10830 Northlake Auto Plaza Blvd,Charlotte,NC,28269.0
339,fd87b1cf-c1c7,WDDNG71X08A156718,13991.0,101828.0,156718,2008,Mercedes-Benz,S-Class,S550,Sedan,Car,RWD,Automatic,Premium Unleaded,5.5,V,rahib motors,1830 Sr 436,Winter Park,FL,32792.0
340,1bb65d7c-6c56,1FMJK1K53AEA48492,13995.0,142651.0,VFA51869A,2010,Ford,Expedition,Limited,SUV,Truck,RWD,Automatic,E85 / Unleaded,5.4,V,waxahachie dodge chrysler jeep ram,2405 N. Interstate 35e,Waxahachie,TX,75165.0
341,b396617d-55f1,WUAKBAFX1H7904037,171195.0,5116.0,H790403A,2017,Audi,R8,Base,Coupe,Car,4WD,Automatic,Premium Unleaded,5.2,V,jacksonville chrysler dodge jeep ram westside,7030 Commonwealth Ave.,Jacksonville,FL,32220.0
342,b4ad9eee-05dc,1FT8W3BN8LEE58260,65978.0,2342.0,21085B,2020,Ford,F-350 Super Duty,XL,Pickup,Truck,4WD,Automatic,Unleaded,7.3,V,"frederick ford, inc.",Route 13 South,Seaford,DE,19973.0
343,cead6104-78df,1G1AD5F5XA7156251,4900.0,205257.0,P3025BB,2010,Chevrolet,Cobalt,LT,Sedan,Car,FWD,Automatic,Unleaded,2.2,I,countryside chrysler dodge jeep ram of jackson,846 E. Third Street,Jackson,GA,30233.0
344,078f1818-fd25,1FMJU1J54BEF23564,18885.0,105633.0,1303,2011,Ford,Expedition,XLT,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.4,V,orlando cars and trucks,2003 South Bay Street,Eustis,FL,32726.0
345,7ce6a6b7-8d81,3C6UR5NJ3JG177524,55952.0,91361.0,M95737H,2018,RAM,Ram 2500 Pickup,Laramie,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,honda of el cerrito,11755 San Pablo Ave,El Cerrito,CA,94530.0
346,ebdb5094-37c5,WDDUG8CB0GA231029,49874.0,53027.0,11668,2016,Mercedes-Benz,S-Class,S550,Sedan,Car,RWD,Automatic,Premium Unleaded,4.7,V,select automotive,5073 Virginia Beach Blvd,Virginia Beach,VA,23462.0
347,66149b0f-515b,WBABC4C5XKBU95567,92619.0,15698.0,10106A,2019,BMW,8 Series,Base,Coupe,Car,4WD,Automatic,Unleaded,4.4,V,vista bmw pompano beach,744 N Federal Hwy,Pompano Beach,FL,33062.0
348,899facdc-5cbe,1GNDS13SX62316136,,,9162,2006,Chevrolet,TrailBlazer,LS,SUV,Truck,RWD,Automatic,Unleaded,4.2,I,navarre auto group,1310 East College Street,Lake Charles,LA,70607.0
349,3c970761-e55e,3C6UR5CJ3EG280208,25991.0,142300.0,FC30786A,2014,RAM,Ram 2500 Pickup,Power Wagon ST,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,waxahachie ford,2401 N. 1-35 E,Waxahachie,TX,75167.0
350,2eab7c63-c72f,WDCYC3HF1EX220972,79760.0,24515.0,B10103CF,2014,Mercedes-Benz,G-Class,G550,SUV,Truck,4WD,Automatic,Premium Unleaded,5.5,V,south motors mini,16215 S Dixie Hwy,Miami,FL,33157.0
351,602afaa1-0951,5YMKT6C38H0U39510,64303.0,35391.0,MB0482A,2017,BMW,X5,M,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,hendrick chevrolet shawnee mission,8300 Shawnee Mission Parkway,Merriam,KS,66202.0
352,dd97b64d-63dc,1FBSS3BL1ADA11860,17896.0,84829.0,101465A,2010,Ford,E-Series Econoline Wagon,XLT,Passenger Van,Truck,RWD,Automatic,E85 / Unleaded,5.4,V,gerald subaru of north aurora,205 Hansen Blvd.,North Aurora,IL,60542.0
353,484869e8-4c94,WDDLJ9BB2CA044941,20583.0,111950.0,CA044941PV,2012,Mercedes-Benz,CLS-Class,CLS550,Coupe,Car,4WD,Automatic,Premium Unleaded,4.7,V,prestige family of fine cars,985 State Route 17,Ramsey,NJ,7446.0
354,00d62cf6-4a94,1G4HJ5EMXAU129586,,91426.0,201403,2010,Buick,Lucerne,CXL Premium,Sedan,Car,FWD,Automatic,E85 / Unleaded,3.9,V,superior auto,6642 St. Joe Rd 200,Fort Wayne,IN,46835.0
355,0d77fa84-bafb,1J8HG48N56C210552,7995.0,173939.0,P23177A,2006,Jeep,Commander,Base,SUV,Truck,4WD,Automatic,Unleaded,4.7,V,power mazda,3230 Market St,Salem,OR,97301.0
356,13107f4d-358c,ML32F4FJ2JHF10325,11055.0,39798.0,WM2091A,2018,Mitsubishi,Mirage G4,SE,Sedan,Car,FWD,Automatic,Unleaded,1.2,I,russ darrow nissan,11212 W. Metro Auto Mall,Milwaukee,WI,53224.0
357,e2e2f86f-eefb,1FMJU1J59EEF37576,18995.0,127020.0,R08770A,2014,Ford,Expedition,XLT,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.4,V,haley of farmville inc,1906 S Main St,Farmville,VA,23901.0
358,0e118d86-1098,1GNDT13SX52119544,7689.0,108658.0,S11493A,2005,Chevrolet,TrailBlazer,LS,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,hubler auto center,1700 N. Main St,Rushville,IN,46173.0
359,14aca9fd-bf8f,1G4HC5EM8AU126955,,108347.0,AU126955,2010,Buick,Lucerne,CXL,Sedan,Car,FWD,Automatic,E85 / Unleaded,3.9,V,svg urbana llc,1100 Scioto St,Urbana,OH,43078.0
360,0c438852-fc1b,1FMPU15L53LA96167,4995.0,0.0,24096A,2003,Ford,Expedition,XLT Premium,SUV,Truck,RWD,Automatic,Unleaded,5.4,V,power buick gmc of salem,3675 Market St Ne,Salem,OR,97301.0
361,0bbd7183-0d8a,ML32A3HJ9HH013995,9000.0,38193.0,C1309A,2017,Mitsubishi,Mirage,ES,Hatchback,Car,FWD,Manual,Unleaded,1.2,I,stevens point chrysler dodge jeep ram,5441 Highway 10 E,Stevens Point,WI,54482.0
362,d2c8cfbe-edf7,1GNET16SX36112504,,232000.0,5VU12504,2003,Chevrolet,TrailBlazer,LS,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,heritage toyota owings mills,9801 Reisterstown Road,Owings Mills,MD,21117.0
363,beb7f64f-e8c0,JHMZE2H73AS026313,5450.0,122441.0,,2010,Honda,Insight,EX,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.3,I,cash car outlet,914 S Mcdonald St.,Mckinney,TX,75069.0
364,615daba3-ca64,4JGBF71E27A190510,9995.0,118000.0,190510,2007,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,go auto,344 W Britton Rd,Oklahoma City,OK,73114.0
365,5a2d35cf-35c8,ZAM45VLA1H0203622,59880.0,42249.0,P10703,2017,Maserati,GranTurismo,Sport,Coupe,Car,RWD,Automatic,Premium Unleaded,4.7,V,classic ford lincoln shelby,1775 East Dixon Boulevard,Shelby,NC,28152.0
366,ed2126a9-5551,5UXKR6C50E0C03326,23499.0,86409.0,TE0C03326,2014,BMW,X5,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,pensacola honda,6675 Pensacola Blvd,Pensacola,FL,32505.0
367,03e513f1-f3a1,WDDLJ7EB3DA070661,,99310.0,070661,2013,Mercedes-Benz,CLS-Class,AMG CLS63,Sedan,Car,RWD,Automatic,Premium Unleaded,5.5,V,anf auto finance,6004 North Shepherd Dr.,Houston,TX,77091.0
368,3b0a96ce-c7bc,WDDUX8FBXHA294233,98777.0,43020.0,X51387A,2017,Mercedes-Benz,S-Class,Maybach,Sedan,Car,4WD,Automatic,Premium Unleaded,4.7,V,hendrick lexus kansas city,6935 W. Frontage Road,Merriam,KS,66203.0
369,ec151ff0-544a,JTJBT20X860122779,11877.0,184493.0,2531,2006,Lexus,GX,470,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,cash 4 cars,424 W Lincoln Hwy 203,Penndel,PA,19047.0
370,821eb433-cda8,3C6MR5AJ7KG666726,39990.0,22174.0,U5818,2019,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,kutztown auto co,14165 Kutztown Road,Fleetwood,PA,19522.0
371,69cb0441-da6e,2FMZA516X7BA06350,,999999.0,J2686B,2007,Ford,Freestar,SE,Minivan,Truck,FWD,Automatic,Unleaded,3.9,V,mason city ford lincoln,215 15th Street S.w.,Mason City,IA,50401.0
372,18cde42b-2c24,WDDUG8FB2HA324924,68822.0,30109.0,20P10-9,2017,Mercedes-Benz,S-Class,S550,Sedan,Car,4WD,Automatic,Premium Unleaded,4.7,V,sycamore hyundai,1380 Dekalb Ave,Sycamore,IL,60178.0
373,6dbc7a5e-b05a,WDDXK8CB7HA020682,,1541.0,0682,2017,Mercedes-Benz,S-Class,S550,Convertible,Car,RWD,Automatic,Premium Unleaded,4.7,V,kelly motorcars,2880 Bergey Road Q,Hatfield,PA,19440.0
374,fd894f10-c18e,ZACNJBD12KPK03645,23411.0,11027.0,AE21P061,2019,Jeep,Renegade,Limited,SUV,Truck,4WD,Automatic,Unleaded,1.3,I,vanderstyne toyota,4374 Ridge Rd,Rochester,NY,14626.0
375,660abae5-78bc,WBA7U2C09MCF07915,92000.0,4305.0,CF07915,2021,BMW,7 Series,750i,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,bmw of tuscaloosa,3537 Skyland Blvd,Tuscaloosa,AL,35405.0
376,14839c9a-f2f0,WBA6D4C57JD985983,57950.0,20586.0,P6160,2018,BMW,6 Series Gran Coupe,650i,Coupe,Car,RWD,Automatic,Premium Unleaded,4.4,V,ecarone,1455 West Trinity Mills Road,Carrollton,TX,75006.0
377,458c3ce0-a07f,WDBGA43E1VA329591,4995.0,175959.0,1546,1997,Mercedes-Benz,S-Class,S 420,Sedan,Car,RWD,Automatic,Premium Unleaded,4.2,V,diana rico llc,527 North Glenwood Ave,Dalton,GA,30721.0
378,a8bd1d17-f81c,2G1WF52E749457455,,240996.0,U13079A,2004,Chevrolet,Impala,Base,Sedan,Car,FWD,Automatic,Unleaded,3.4,V,jim butler fiat,9900 Watson Road B,St. Louis,MO,63126.0
